30:87:D9:02:FA:C8,90:3A:72:25:03:C8,B4:79:C8:05:B9:A8,90:3A:72:24:EF:E8,18:7C:0B:8D:E4:28,B4:79:C8:38:AB:18,90:3A:72:24:E9:68,18:7C:0B:8D:E3:E8,D0:4F:58:52:D2:90,B4:79:C8:45:BA:58,B4:79:C8:45:C2:D8,30:87:D9:41:4E:88,B4:79:C8:85:BA:18,20:58:69:0E:B5:78,80:BC:37:63:DF:50,30:87:D9:81:3B:38,18:7C:0B:8D:E2:88,D0:4F:58:52:D2:A0,B4:79:C8:05:C2:38,Sala,B4:79:C8:45:B9:C8,30:87:D9:41:4A:48,B4:79:C8:45:B7:F8
-62,-68,-88,0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-63,-81,-67,-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,14,0.0,0.0,0.0
-71,-90,0,0,-86.0,0.0,-89.0,0.0,-83.0,0.0,0.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-61,-63,0,-87,0.0,0.0,0.0,0.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-45,-62,-77,-86,-84.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-61,-65,-87,0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-50,-67,-75,-84,-86.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-55,-60,-86,-87,-89.0,-92.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-52,-65,-87,-89,-81.0,-91.0,-90.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.0,0.0,12,0.0,0.0,0.0
-53,-66,-86,-91,-83.0,-91.0,-90.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.0,0.0,0.0,12,0.0,0.0,0.0
-60,-76,-72,-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,-88.0,0.0,0.0,0.0,14,0.0,0.0,0.0
-57,-73,-74,-87,0.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,10,0.0,0.0,0.0
-59,-64,-86,-90,-78.0,-90.0,-90.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-57,-61,-78,-89,0.0,0.0,-88.0,0.0,0.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,-89.0,-87.0,0.0
-66,-83,0,0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-63,-67,-88,0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-55,-70,-80,0,-89.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-57,-62,-79,-91,0.0,0.0,-88.0,0.0,0.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,-89.0,-87.0,0.0
-48,-73,-73,0,0.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-52,-61,-83,-88,-87.0,-86.0,-90.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-55,-62,-82,-88,-88.0,-87.0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-66,-81,-88,0,-86.0,0.0,0.0,0.0,-89.0,0.0,0.0,-85.0,0.0,-91.0,0.0,0.0,0.0,0.0,-93.0,13,0.0,0.0,0.0
-49,-73,-77,0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-53,-68,-85,-90,-85.0,-91.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,12,0.0,0.0,0.0
-52,-63,-78,-86,0.0,0.0,-90.0,0.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,-89.0,-87.0,0.0
-51,-68,-69,-82,0.0,0.0,-89.0,0.0,0.0,-90.0,-87.0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-49,-66,-80,-83,0.0,0.0,0.0,0.0,0.0,-87.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-50,-73,-81,-89,-89.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-57,-68,-74,-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,-89.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-55,-66,-78,-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0,-89.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-53,-64,-75,0,0.0,0.0,0.0,0.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,-88.0,0.0
-55,-78,0,0,-90.0,0.0,0.0,0.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-55,-83,0,0,-86.0,-87.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-53,-71,-80,-85,0.0,0.0,-88.0,0.0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,-89.0,-87.0,0.0
-56,-79,0,0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-50,-64,-75,-91,-87.0,0.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-51,-67,-78,-84,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-56,-70,-70,-87,-89.0,0.0,-90.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-62,-61,-83,0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-52,-68,-73,-86,-87.0,0.0,-90.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-49,-68,-72,-85,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-60,-70,-75,-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,-93.0,-89.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-64,-85,0,0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-51,-69,-82,-91,-82.0,0.0,-90.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-53,-64,-84,-88,-85.0,-92.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-51,-76,-75,0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-63,-75,-86,-88,-89.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-52,-73,-82,0,-92.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-51,-59,-87,-87,-86.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-53,-66,-85,-88,-86.0,0.0,-89.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-55,-65,-69,-86,0.0,0.0,0.0,0.0,0.0,-82.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-66,-80,-87,0,-80.0,0.0,0.0,0.0,-89.0,0.0,0.0,-88.0,0.0,-90.0,0.0,0.0,0.0,0.0,-93.0,13,0.0,0.0,0.0
-56,-62,-83,-89,-84.0,-86.0,-90.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-59,-64,-73,-87,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,-91.0,-88.0,0.0,0.0,0.0,0.0,11,-89.0,0.0,0.0
-53,-72,-75,-89,-89.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-63,-80,-88,0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-52,-68,0,-85,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-49,-67,-77,-89,0.0,0.0,-88.0,0.0,0.0,-90.0,-89.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-52,-60,-82,-90,-82.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-52,-74,-84,-88,-89.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-55,-69,-80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-58,-62,-84,-90,-77.0,-90.0,-90.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-59,-81,0,0,-89.0,-86.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-59,-81,-66,-83,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,-88.0,0.0,0.0,0.0,-89.0,0.0,14,0.0,0.0,0.0
-51,-69,-74,-83,0.0,0.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,10,0.0,0.0,0.0
-59,-83,0,0,-89.0,-86.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-57,-67,-84,0,-83.0,-89.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-58,-62,-72,-88,0.0,0.0,0.0,0.0,0.0,-84.0,0.0,0.0,0.0,-91.0,-88.0,0.0,0.0,0.0,0.0,11,-87.0,0.0,0.0
-56,-66,-85,-88,-80.0,-91.0,-90.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-56,-65,-83,-88,-89.0,-88.0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-63,-65,-85,-89,-79.0,-86.0,-90.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-48,-57,-84,-87,-80.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-59,-65,-73,-86,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,0.0,-89.0,-88.0,0.0,0.0,0.0,0.0,11,-88.0,0.0,0.0
-63,-62,-87,-89,-80.0,-86.0,-90.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-57,-72,-79,-84,-88.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-52,-72,-74,-88,-88.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-55,-76,-76,-88,-89.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-66,-81,-88,0,-89.0,0.0,0.0,0.0,-89.0,0.0,0.0,-89.0,0.0,-90.0,0.0,0.0,0.0,0.0,-93.0,13,0.0,0.0,0.0
-59,-65,-82,-90,-79.0,-90.0,-90.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-54,-69,-87,0,-82.0,-88.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-56,-69,-77,0,-89.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-47,-72,-78,0,0.0,0.0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-54,-64,-84,-88,-79.0,-90.0,-90.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-60,-79,-86,0,-84.0,-89.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-50,-67,-78,-86,-86.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-49,-66,-78,-85,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-54,-64,-81,-89,-91.0,-89.0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,12,0.0,0.0,0.0
-51,-71,-79,-87,-86.0,0.0,-89.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-56,-72,-83,-86,-87.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-51,-69,-77,-85,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-47,-61,-73,-86,0.0,0.0,-85.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,-89.0,-87.0,0.0
-47,-74,-77,-87,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,10,0.0,0.0,0.0
-53,-70,-74,-88,-91.0,0.0,-90.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-53,-69,-80,-87,-92.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-50,-76,-75,0,-89.0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-52,-59,-81,-90,-91.0,-92.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-55,-77,-84,-88,-89.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-63,-63,-80,0,0.0,0.0,0.0,0.0,0.0,-86.0,-87.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-52,-72,-81,-85,0.0,0.0,0.0,0.0,0.0,-88.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-62,-63,-86,-89,-80.0,-86.0,-90.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-66,-81,0,0,-81.0,0.0,-87.0,0.0,-87.0,0.0,0.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-62,-66,-86,0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-54,-80,0,0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-61,-62,-85,-90,-81.0,-90.0,-90.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-58,-63,-82,-91,-82.0,-86.0,-90.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-52,-69,-79,-85,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-61,-63,-85,0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-61,-79,0,0,-90.0,0.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-61,-82,-68,-82,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.0,0.0,-93.0,-88.0,0.0,0.0,-90.0,0.0,14,0.0,0.0,0.0
-60,-61,-79,-87,0.0,-87.0,0.0,0.0,0.0,-84.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-49,-74,-77,0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-66,-81,-87,0,-89.0,0.0,0.0,0.0,-89.0,0.0,0.0,-89.0,0.0,-90.0,0.0,0.0,0.0,0.0,-93.0,13,0.0,0.0,0.0
-57,-63,-85,-91,-79.0,-90.0,-90.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-51,-67,-76,-84,-85.0,-92.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-59,-74,-72,-88,-89.0,0.0,-90.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-60,-61,-85,-92,-80.0,-86.0,-90.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-54,-66,-87,-91,-83.0,-91.0,-90.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.0,0.0,0.0,12,0.0,0.0,0.0
-48,-74,-75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-59,-84,-90,0,-83.0,-89.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-61,-66,-74,-90,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,0.0,-92.0,-88.0,0.0,0.0,0.0,0.0,11,-89.0,0.0,0.0
-54,-72,-73,-89,-88.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-53,-72,-73,-87,0.0,0.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,10,0.0,0.0,0.0
-53,-73,-76,-89,-88.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-49,-65,-71,-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,0.0,0.0,-90.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-57,-62,-84,-90,-78.0,-90.0,-90.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,12,0.0,0.0,0.0
-55,-76,-74,-88,-89.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-65,-81,-87,0,-87.0,-86.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-56,-60,-76,-86,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,11,-89.0,0.0,0.0
-54,-65,-82,-90,-92.0,-90.0,0.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,12,0.0,0.0,0.0
-53,-75,-76,-90,-89.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-52,-66,-77,-91,-85.0,-90.0,0.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,0.0,0.0,12,0.0,0.0,0.0
-66,-81,-86,0,-90.0,0.0,0.0,0.0,-88.0,0.0,0.0,-85.0,0.0,-88.0,0.0,0.0,0.0,0.0,-93.0,13,0.0,0.0,0.0
-64,-86,0,0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-50,-74,-74,0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-48,-73,-77,0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-53,-60,-85,-90,0.0,0.0,0.0,0.0,0.0,0.0,-92.0,0.0,-84.0,-93.0,-88.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-65,-78,-87,0,-80.0,0.0,0.0,0.0,-89.0,0.0,0.0,-88.0,0.0,-90.0,0.0,0.0,0.0,0.0,-93.0,13,0.0,0.0,0.0
-46,-64,-74,-84,-85.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,0.0,0.0,12,0.0,0.0,0.0
-53,-66,-78,-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0,-90.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-61,-76,-73,-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-91.0,0.0,0.0,0.0,14,0.0,0.0,0.0
-49,-67,-77,-87,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0
-49,-75,-80,0,0.0,0.0,0.0,-93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0
-62,-79,-67,-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.0,-85.0,-91.0,0.0,-89.0,0.0,14,0.0,0.0,0.0
-53,-66,-73,-85,0.0,0.0,-90.0,0.0,0.0,-86.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0
-64,-86,0,0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0
-55,-76,-77,-89,-90.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-54,-73,-74,-89,-90.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-55,-59,-85,-87,-86.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-52,-67,-84,-91,-83.0,-90.0,-90.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.0,0.0,0.0,12,0.0,0.0,0.0
-61,-76,-72,-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,0.0,-91.0,0.0,14,0.0,0.0,0.0
-53,-71,-85,-91,-85.0,-92.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-50,-59,-86,-85,-85.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,12,0.0,0.0,0.0
-56,-70,-77,-81,-86.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
-53,-73,-75,-88,-88.0,0.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,10,0.0,0.0,0.0
